dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
01/04/2019 01:32,ZAABIJIC82441043,Elven Ropes,GBEZ65,JZTC69,440400.0,USD,6000,09/02/2022,73.4,USD,59.87
01/04/2019 01:34,WPFZFIYF70219652,Stocks,DREA89,UACN81,94980.0,USD,6000,22/01/2022,15.83,USD,16.83
01/04/2019 01:34,LGRMGMSY30869799,Stocks,PVAZ61,BPLN25,44502.0,USD,200,31/10/2022,222.51,USD,243.83
01/04/2019 01:34,WXCDMZVS58565261,Stocks,RDBE21,RJUD59,75460.0,USD,7000,11/12/2022,10.78,USD,11.23
01/04/2019 01:35,CAGHQSVZ36337461,Gundams,VXSM31,SBUT62,2433600.0,USD,10000,20/06/2020,243.36,USD,241.1
01/04/2019 01:36,AFTVKYHE02861016,Stocks,TGZI54,VLJL11,62720649.03,BOB,6000,22/01/2023,224.33,USD,9317.11
01/04/2019 01:36,CJOPTVCO26440567,Blue Orbs,SXTM39,EWUY52,8650546.08,LKR,20000,13/07/2021,228.03,USD,470.89
01/04/2019 01:36,MLJZRKYA56621292,Stocks,ZVEN26,RFZG50,37990.0,USD,500,02/07/2020,75.98,USD,68.53
01/04/2019 01:37,UJXDZWTU51182645,Mithril Bars,NCYN50,EIWJ22,3490.0,USD,1000,06/08/2023,3.49,USD,3.41
01/04/2019 01:37,WXIYCNFF44519785,Krytonite Ore,HHOA99,HFLM11,39549.63,NGN,900,27/02/2023,343.85,USD,41.72
01/04/2019 01:37,PNEZFCPD74747419,Stocks,ITTS26,MRAH32,5223776.1,CUC,10000,29/04/2022,9.36,BGN,548.72
01/04/2019 01:37,XJSCIDDJ77398432,Stocks,VAHJ53,NCCX02,26418600.0,USD,30000,11/10/2024,5282.75,KYD,815.46
01/04/2019 01:38,VJMYFBBM88919621,Stocks,CMZC67,KRXZ15,351700.0,USD,2000,13/03/2020,175.85,USD,147.39
01/04/2019 01:38,LKLUZRVU67819847,Owls of Athena,INIL60,WIZJ73,1292515.82,YER,500,08/05/2022,342.13,USD,2823.69
01/04/2019 01:40,SVLHCBCN32852829,Scrolls of Blank Paper,QAZT26,EPZN28,64474.0,USD,200,30/07/2023,322.37,USD,337.0
01/04/2019 01:41,HQIOWYQH94781477,Stocks,SEKK26,FTFI87,338897.61,NIO,200,11/10/2023,584.77,USD,1832.57
01/04/2019 01:41,AMNDKAMI50132586,Limit Break Manuals,ZXVX98,HSWX88,150180.0,USD,1000,10/06/2023,150.18,USD,134.79
01/04/2019 01:41,FBBRNWPM31367989,String of Beads,YCZA59,FTFI87,12920.0,USD,4000,06/12/2022,3.23,USD,2.77
01/04/2019 01:42,XHFIPKYB08196676,Stocks,KKGY69,KRXZ15,17585.0,USD,100,31/07/2021,175.85,USD,186.87
01/04/2019 01:42,BZWLDCEQ82689742,Levitators,SUOX82,HWHS51,2871300.0,USD,30000,26/09/2020,95.71,USD,92.77
01/04/2019 01:43,WYLNGZSZ82040923,Potions of Oil,FJOI82,TKVF94,177238.78,AED,6000,04/08/2021,33.81,USD,33.89
01/04/2019 01:43,VJOJTJZO01888614,Stocks,FTFI87,SXHU74,6956563.35,ZWD,30000,22/02/2023,56.65,USD,252.01
01/04/2019 01:43,BDQOSWYW70186615,Stocks,ZMLP81,TKVF94,14883.0,USD,300,16/09/2021,49.61,USD,47.18
01/04/2019 01:43,FBMLKRXW60686679,Stringers,HWHS51,ZELV96,3006630.0,USD,9000,24/06/2022,334.07,USD,381.98
01/04/2019 01:44,BEBYHOOA91110377,Stocks,CAVR54,YFAM59,33092.0,USD,400,29/11/2020,82.73,USD,76.28
01/04/2019 01:45,UCXMIZRK99875983,Stocks,OQXV70,SWGF93,2019.0,USD,100,20/03/2020,20.19,USD,20.7
01/04/2019 01:45,DMUAQWQO47909030,Pandora Boxes,JVHD93,VIMV38,79312.0,USD,200,19/08/2022,396.56,USD,434.51
01/04/2019 01:45,YGYKNKOF34591505,Spider Silks,OPET16,VTKE98,75866.0,USD,700,26/11/2022,108.38,USD,97.26
01/04/2019 01:46,RTESOFZG13425036,Stocks,EWUY52,EKXA24,19371.87,KHR,400,28/04/2022,31.54,USD,44.59
01/04/2019 01:47,CEVPXMRS41767320,Stocks,HSWX88,EMNK67,1190600.0,USD,10000,12/10/2023,119.06,USD,131.74
01/04/2019 01:48,SKKJULXY65605350,Stocks,QETH27,VIMV38,2201600.0,USD,8000,06/08/2024,275.2,USD,316.89
01/04/2019 01:48,CZSCRSCT12736532,Stocks,ZBIO05,VXSM31,134050.0,USD,1000,13/08/2021,134.05,USD,126.63
01/04/2019 01:48,MBMCATWK37316194,Diverseys,MDEQ10,TQSJ85,19516.0,USD,200,16/08/2024,97.58,USD,91.43
01/04/2019 01:48,GDCHOIPH13325508,Stamina Pluses,MSHS03,EMNK67,178780.0,USD,7000,19/10/2024,25.54,USD,22.76
01/04/2019 01:48,ISYEPPXA57259630,Stocks,CAVR54,BBAX06,3779300.0,USD,70000,24/11/2023,53.99,USD,52.19
01/04/2019 01:49,FAXGHZWT29256477,Stocks,QBAP68,QMZU44,88320.0,USD,1000,17/03/2021,88.32,USD,83.73
01/04/2019 01:49,VGTPHCVB28932867,Stocks,QCRG59,SHXQ48,33273.0,USD,300,11/09/2022,110.91,USD,99.38
01/04/2019 01:50,BCNUWDXY58658553,Stocks,LKPN86,NGBA40,1520880.0,USD,8000,19/08/2024,190.11,USD,210.92
01/04/2019 01:50,CBKOHUEQ17506602,Devil Fruits,VAHJ53,TGZI54,56742.0,USD,300,15/11/2021,189.14,USD,158.67
01/04/2019 01:50,SRFGTTHE99968908,Arc Reactors,HPTP65,DOGG07,338456.0,USD,400,18/12/2022,846.14,USD,797.44
01/04/2019 01:50,PPRQQRXB99671003,X-Antibodies,MFZY76,ZDAI73,509740.0,USD,2000,11/11/2021,254.87,USD,290.3
01/04/2019 01:50,HOHYFMVO96419794,Stations,DNIL23,YFAM59,594240.0,USD,3000,13/04/2022,198.08,USD,201.4
01/04/2019 01:50,JKMKNQXA87796945,Stocks,OQXV70,TGZI54,475960.0,USD,4000,27/10/2020,118.99,USD,115.42
01/04/2019 01:51,KCKWMCJP93072196,Stocks,VTKE98,DDIB11,22708.0,USD,700,10/06/2020,32.44,USD,27.44
01/04/2019 01:51,JLXVHIUM17130267,Stocks,QWOA67,ORQH73,88359.0,USD,300,10/04/2022,294.53,USD,223.9
01/04/2019 01:51,JTOOCXGB38270504,Stocks,TFLS35,FJOI82,125073.0,USD,900,31/08/2020,138.97,USD,132.29
01/04/2019 01:52,XDMWPBNN09477074,Rings of Sustain Ability,SBUT62,HNLV68,816026.51,JMD,7000,29/09/2021,211.55,NAD,123.32
01/04/2019 01:53,GHOXMMVW67202724,Razor Claws,GGLV00,UWUK72,719600.0,USD,40000,15/08/2024,17.99,USD,17.17
01/04/2019 01:54,DPUKARIM60377889,Smooth Rocks,AMBT33,VXSM31,2066240.0,USD,8000,13/01/2024,258.28,USD,281.66
01/04/2019 01:54,JEXAVESE26783624,Stocks,JXGF57,JZTC69,111640.0,USD,800,06/10/2024,139.55,USD,117.76
01/04/2019 01:54,QIVWQJSV87080663,Stocks,NXTO39,MFJJ99,44547.41,LSL,200,14/01/2022,66.6,USD,225.34
01/04/2019 01:55,TCMMRKNS84870040,X-12s,KRRO64,UWUK72,433125.0,USD,700,13/11/2022,618.75,USD,737.79
01/04/2019 01:55,RNWUYSGV08765747,Stocks,VAHJ53,DREA89,2805600.0,USD,70000,16/07/2020,40.08,USD,37.39
01/04/2019 01:57,XNDVTYQH14694531,Stocks,KKZA87,MDEQ10,5195.0,USD,100,30/03/2023,51.95,USD,47.71
01/04/2019 01:57,EIKXCBUI86763288,Fridays,WHPS18,SEKK26,16356.0,USD,200,16/04/2022,81.78,USD,89.65
01/04/2019 01:57,EJSKZKXQ49154161,Stocks,WHPS18,ZNQA84,7318687.07,DZD,9000,25/12/2023,157.08,USD,900.82
01/04/2019 01:58,CTYGQGYO17289135,Rings of Teleportation,QHXJ50,CBOX52,111600.0,USD,600,14/09/2022,186.0,USD,166.72
01/04/2019 01:59,TWRJENWO32956337,Stocks,SFZS08,VESX21,389651.61,HNL,400,15/02/2024,2957.46,MXN,1070.06
01/04/2019 01:59,PENJPPSA05066193,Stocks,YWMD69,CQPJ57,381080.0,USD,7000,21/08/2023,54.44,USD,50.25
01/04/2019 02:00,MVWTOUDS23070669,Triforces,MFJJ99,SFEO61,232750.0,USD,5000,13/09/2022,46.55,USD,40.62
01/04/2019 02:01,CXCFWLZF07463423,Stringers,BBJG05,ZELV96,3340700.0,USD,10000,15/07/2022,334.07,USD,354.55
01/04/2019 02:01,CTXVWPLM15065779,Don Gero Masks,ORQH73,TFLS35,257940.0,USD,900,02/09/2022,3303.07,TZS,243.42
01/04/2019 02:02,WJZHATNP15193503,Stocks,SBUT62,SHXQ48,776370.0,USD,7000,29/12/2023,110.91,USD,110.28
01/04/2019 02:03,NCCFCQWG11213788,Stocks,SHXQ48,VESX21,3050190.0,USD,9000,21/03/2020,338.91,USD,313.84
01/04/2019 02:03,ZOCLZPFK33092573,Stocks,NCCX02,EDYH00,10982700.0,USD,90000,07/07/2022,122.03,USD,124.06
01/04/2019 02:03,ECWKDYGY72875818,Books of Cagliostro,EMNK67,MSHS03,1466600.0,USD,10000,05/10/2024,146.66,USD,157.6
01/04/2019 02:03,FKTPDNCK88277486,Stocks,SXHU74,HYSJ42,44505.0,USD,500,08/03/2023,89.01,USD,97.11
01/04/2019 02:03,MNMVBNRN39717056,Stocks,FYYD57,PQSW95,8170.0,USD,500,26/07/2024,16.34,USD,12.75
01/04/2019 02:05,NYUDTCJY97018584,Golems,DOGG07,QODV38,68580.0,USD,9000,09/12/2023,7.62,USD,6.82
01/04/2019 02:05,GKBOOMRA69292065,Stocks,LAUA80,DOGG07,16194.0,USD,600,12/02/2020,26.99,USD,23.49
01/04/2019 02:06,ACZCWXGS73862601,Traveler Charms,MHFC34,AMBT33,7105700.0,USD,70000,27/03/2020,292.3,LAK,127.52
01/04/2019 02:06,JHTFNGMG49039799,Victory Gin,PIFN94,QETH27,97942.28,SYP,900,11/11/2020,23.06,USD,129.03
01/04/2019 02:07,GQPNZSAY95813385,Meat Rings,LBKT00,FAWI50,1860000.0,USD,50000,16/10/2020,37.2,USD,35.34
01/04/2019 02:07,VDBLSGRA84450672,Stocks,EPZN28,DILF10,69918910.68,ANG,30000,23/11/2020,321.32,USD,2567.7
01/04/2019 02:07,BZLDKGAF44480589,Nano-paks,ZMLP81,VLJL11,587429.34,DJF,100,16/05/2020,780.72,USD,5183.9
01/04/2019 02:07,EMBLEHWP33546945,Stocks,VLJL11,KTLA69,251180.0,USD,2000,20/04/2021,125.59,USD,114.2
01/04/2019 02:08,CZNDJYNY23295579,Unicorn Horns,ZXVX98,TGZI54,24841622.4,PYG,30000,13/03/2022,7263.2,COP,722.36
01/04/2019 02:08,BHPWOYEP77764827,Pokeballs,YSSR29,OUNH49,7722.0,USD,100,17/06/2021,77.22,USD,86.08
01/04/2019 02:09,CISIDWHN51918474,Psychic Seeds,CBOX52,SZRJ90,363320.0,USD,2000,15/11/2021,181.66,USD,158.58
01/04/2019 02:09,VVJRWAKT33547203,Amulets of Reflection,SHXQ48,UHOG52,1981080.0,USD,9000,13/09/2022,220.12,USD,192.34
01/04/2019 02:09,AWSTZWBD73339415,Digivices,NXTO39,HWJF09,4445840.28,CNY,7000,11/12/2023,91.86,USD,579.07
01/04/2019 02:10,KDZPQNGU92583360,Stocks,NCXS33,SUOX82,7432000.0,USD,80000,05/03/2020,92.9,USD,104.54
01/04/2019 02:11,NPIQENGK94226726,Stocks,RQGG65,GBEZ65,18084652.02,INR,9000,11/09/2022,43.3,USD,1870.76
01/04/2019 02:11,CLDRNSNQ80896786,Stocks,AYIH50,VIMV38,552227.33,LSL,600,02/11/2023,275.2,USD,869.12
01/04/2019 02:11,VNJMHPWL43389448,Stocks,NCCX02,HYSJ42,125808.51,UGX,200,07/02/2022,89.01,USD,663.69
01/04/2019 02:12,ATWHNUKT28721477,Wood Mats,SZRJ90,QMZU44,40690.0,USD,100,02/12/2021,406.9,USD,353.56
01/04/2019 02:12,MQQYVVVT69274448,Stocks,ITTS26,VKMV12,284850.0,USD,5000,27/11/2020,56.97,USD,47.56
01/04/2019 02:12,XJMNBUIE64487996,Momentum Gliders,WYFO79,SRYE59,2160350.0,USD,5000,15/12/2023,1761.85,GEL,389.41
01/04/2019 02:13,EDJTDRQG37512349,Stocks,OCQF34,HNLV68,7949103.87,HTG,8000,30/05/2020,52.06,USD,1105.73
01/04/2019 02:14,ISJKSIDI29681046,Stocks,QHXJ50,HWJF09,37169.0,USD,100,27/07/2023,371.69,USD,328.86
01/04/2019 02:14,AJHJMPIL50752443,Lightning Barrels,LIIS96,JXGF57,28737.0,USD,900,23/12/2023,31.93,USD,33.42
01/04/2019 02:15,EPRLICZX83167418,Barrier Tags,HHFP66,TBVE46,111426.0,USD,300,16/11/2021,371.42,USD,373.96
01/04/2019 02:15,HTZKBJZD06291043,Stocks,JZTC69,UACN81,6332.0,USD,400,29/01/2023,15.83,USD,18.73
01/04/2019 02:15,YBFZNVFL99787456,Stocks,ZVEN26,BPLN25,63756012.81,ZWD,70000,10/08/2020,222.51,USD,767.74
01/04/2019 02:16,AVGZEJOX44708442,Red Fangs,MDEQ10,ZDAI73,3773.0,USD,700,24/06/2020,5.39,USD,4.57
01/04/2019 02:16,TPFNMEIQ20972089,Stocks,KKZA87,MEOQ86,4186.0,USD,700,05/01/2020,5.98,USD,6.38
01/04/2019 02:17,UJSXHINI08269686,Assault Vests,KKZA87,LIIS96,7719782.76,MUR,300,23/07/2021,346.59,USD,22520.67
01/04/2019 02:17,NGKMZUBH29721731,Stocks,CMZC67,FDWI64,10794.0,USD,600,03/06/2020,17.99,USD,20.21
01/04/2019 02:17,NUOUZIEW20553584,Stocks,WHPS18,SMYT95,73269.0,USD,900,16/10/2024,81.41,USD,94.77
01/04/2019 02:17,CVUPOLBL33485810,Stocks,MHFC34,HNLV68,31236.0,USD,600,17/09/2024,52.06,USD,58.72
01/04/2019 02:18,HGQWTFJX36469287,6IV Shiny Dittos,GYWU23,AMBT33,429130.0,USD,1000,01/03/2020,429.13,USD,446.54
01/04/2019 02:18,FLHFCUUR80323553,Stocks,SHXQ48,KUWI70,2406.0,USD,200,24/06/2023,12.03,USD,10.62
01/04/2019 02:21,DLXSYGVH12472004,Stocks,HYSJ42,YLGZ72,44310.0,USD,600,25/10/2021,73.85,USD,84.2
01/04/2019 02:21,OCGPIKOB81098366,Stocks,HXDA52,UHOG52,383119.72,SBD,700,31/10/2020,67.7,USD,498.71
01/04/2019 02:21,MILETOSG03603623,Seastone Cuffs,FGQR22,HXDA52,33651468.27,BBD,7000,01/09/2020,98.65,USD,4483.16
01/04/2019 02:21,QNOQRNLU21418494,PP Ups,UIKN63,OPZI26,527391.0,USD,900,25/10/2023,585.99,USD,503.21
01/04/2019 02:22,KOZREBSB80762013,Thermal Regulation Suppositories,VLJL11,ZVEN26,87064.0,USD,400,01/01/2023,1052.28,AZN,200.97
01/04/2019 02:23,EAEOOUHC10478928,Valaryian Steel Bars,YLGZ72,OPZI26,14782800.0,USD,60000,22/07/2022,246.38,USD,284.18
01/04/2019 02:23,JJZNRSRR66610850,Stocks,GBEZ65,OHKH76,30456.14,SCR,300,17/02/2022,34.22,USD,113.26
01/04/2019 02:23,TEFJPXFH48553463,Stocks,INIL60,YSSR29,8208.0,USD,300,24/12/2023,189.17,CNY,30.38
01/04/2019 02:23,FMHLKPHU79710743,Stocks,HPTP65,ZELV96,14688.0,USD,900,02/01/2023,16.32,USD,14.93
01/04/2019 02:24,TZAQIDAT62808685,Tortures,MEOQ86,DVVB31,1714500.0,USD,30000,13/12/2020,57.15,USD,48.01
01/04/2019 02:24,ZRPWLRRS48844704,Ring Targets,QXFF29,MYXF05,195040.0,USD,1000,30/11/2020,195.04,USD,183.11
01/04/2019 02:24,HMTZTLSC56549034,Niflheim Alloy Bars,VPTI00,HPTP65,5334.0,USD,600,08/01/2024,8.89,USD,9.99
01/04/2019 02:24,LDEQPGMH19199298,Stocks,FYYD57,EMNK67,47624.0,USD,400,30/01/2021,119.06,USD,115.08
01/04/2019 02:25,OXGMFTUL92567819,Persuaders,RFZG50,FDWI64,1176680.0,USD,2000,26/06/2021,588.34,USD,668.11
01/04/2019 02:25,ZZESIQEY47146588,Sticky Barbs,VVBY18,RQGG65,77396.0,USD,400,30/01/2023,193.49,USD,181.31
01/04/2019 02:25,ZOXMATLT54769891,Stocks,RFZG50,QWOA67,53491.47,TRY,300,24/06/2021,321.85,USD,187.89
01/04/2019 02:25,YFPBCBFS78398110,Psychic Seeds,JCWS17,SZRJ90,37451025.6,BHD,40000,03/01/2024,181.66,USD,1020.67
01/04/2019 02:25,BQYNFUOZ19983161,Sausages inna bun,EDYH00,CMOI26,1268800.0,USD,80000,02/12/2022,15.86,USD,17.25
01/04/2019 02:26,RHTDFRTR67516257,Stocks,PVAZ61,DREA89,12024.0,USD,300,01/01/2023,40.08,USD,38.66
01/04/2019 02:26,VTKDJAMM16421239,Stocks,CVMG22,NGBA40,1901100.0,USD,10000,20/05/2024,190.11,USD,221.81
01/04/2019 02:28,GFTYBKRV50551358,Hero Association Mugs,WVHK10,ZMLP81,1810000.0,USD,40000,16/10/2021,45.25,USD,43.98
01/04/2019 02:28,NDMSRROR89767574,Stocks,LKPN86,KKGI60,521475.48,TND,2000,04/08/2023,65.16,USD,215.23
01/04/2019 02:28,PWMEWTZO28597847,Stocks,VLJL11,KEVJ11,5205.0,USD,300,04/11/2024,17.35,USD,17.44
01/04/2019 02:28,KMWYBTQK99478941,Stocks,YSSR29,UHOG52,338500.0,USD,5000,21/11/2023,67.7,USD,71.06
01/04/2019 02:29,VMHCJWHX88675393,Stocks,DBCS17,GBEZ65,3897000.0,USD,90000,25/10/2020,43.3,USD,51.29
01/04/2019 02:29,BQUBHQRU30593406,Books of Cagliostro,RLZK87,MSHS03,1795245.99,UYU,300,08/09/2023,146.66,USD,5699.67
01/04/2019 02:29,URKSJLZD59659554,K-9s,MFZY76,IBLA29,6027700.0,USD,70000,09/01/2020,86.11,USD,76.11
01/04/2019 02:29,CHLPBLVT13024816,Protective Pads,KKGI60,VESX21,11386800.0,USD,90000,29/04/2023,126.52,USD,144.32
01/04/2019 02:30,JOGTYWMN62471137,Stocks,NXTO39,DOGG07,2699.0,USD,100,07/05/2022,26.99,USD,28.51
01/04/2019 02:30,SJWZRVQS39922734,Stocks,MFJJ99,CIXF70,470340.0,USD,9000,07/07/2020,52.26,USD,57.52
01/04/2019 02:31,DPVJZCYF59201440,Magic Flute,PKBF70,AHMZ79,12222000.0,USD,30000,17/06/2022,407.4,USD,456.7
01/04/2019 02:32,ENNZLQYC94124888,Stocks,TQSJ85,PBFW95,82424.0,USD,800,09/02/2023,103.03,USD,100.04
01/04/2019 02:32,LVSOXTPJ32618664,Stocks,NFAH30,MRAH32,502711.09,UGX,700,17/10/2023,101.62,USD,809.32
01/04/2019 02:32,HIRAGCXR03604735,Stocks,TQSJ85,VCSF07,6514.0,USD,200,24/03/2023,32.57,USD,26.72
01/04/2019 02:32,KFOUXLPH26846039,Veritaserums,HPTP65,AWYB85,107123854.4,BYR,80000,04/01/2021,195.55,USD,1382.14
01/04/2019 02:33,OOLETRMY42957255,Stocks,OUNH49,SEKK26,1228159.32,KES,3000,19/06/2022,59.6,USD,407.59
01/04/2019 02:33,BNZDCSIH07842905,Stocks,DBCS17,EWUY52,129556.0,USD,400,02/03/2023,1145.47,HUF,333.26
01/04/2019 02:34,YVCZYXIB90193713,Stocks,GYWU23,ZXVX98,347840.0,USD,8000,21/11/2021,43.48,USD,38.69
01/04/2019 02:34,DRVYZRAJ20227117,Stocks,VGYT30,TBVE46,501241.77,KGS,900,08/08/2020,139.06,USD,545.53
01/04/2019 02:35,KPHXCVJB94009571,DigiBytes,FAWI50,PBFW95,176167.74,SYP,200,08/11/2023,186.65,USD,915.79
01/04/2019 02:35,RMPNJZPF75721785,Pacts,HSWX88,KRXZ15,819700.0,USD,10000,21/09/2021,81.97,USD,87.06
01/04/2019 02:35,LTDQWFBU95085260,Stocks,UIKN63,YTAI13,2186500.0,USD,10000,11/06/2023,218.65,USD,215.58
01/04/2019 02:35,SMTEMTJV42840703,Stocks,UHOG52,YOQG45,431000.0,USD,10000,09/12/2021,43.1,USD,39.78
01/04/2019 02:35,YEJYWDLM62243693,Philosopher Stones,QCRG59,IJPI82,316916.76,ZMK,500,27/02/2022,110.23,USD,583.81
01/04/2019 02:35,BFMRKWSX12651891,Digi-eggs,QAZT26,BBAX06,3471255.16,HKD,8000,05/09/2022,132.43,USD,407.03
01/04/2019 02:37,FWGOHDZM95915926,Stocks,THJF58,MRAH32,955827.56,ALL,7000,07/04/2020,101.62,USD,129.89
01/04/2019 02:37,APMZKPGX16941051,Capes of Fujin,QXFF29,EWUY52,12339.0,USD,100,01/12/2022,123.39,USD,140.39
01/04/2019 02:38,IDSCDDSF02027814,Stocks,YOQG45,CVMG22,600.59,JPY,400,17/11/2020,32.57,USD,1.69
01/04/2019 02:38,AJHUOLLF50326550,Safety Goggles,HWHS51,SEKK26,23983288.7,MXN,6000,11/06/2023,458.06,USD,4243.5
01/04/2019 02:38,PPFVVDBM76586321,Stocks,VGYT30,ZVEN26,469386.0,KGS,5000,28/09/2022,23.44,USD,100.95
01/04/2019 02:38,WROYNVEL21716950,Bold Hunter's Marks,HHOA99,MFJJ99,12564.0,USD,100,30/09/2024,125.64,USD,115.76
01/04/2019 02:38,TJXEQBDK52579602,B-4s,SEKK26,ESPL27,93354.14,CRC,2000,13/10/2022,59.28,USD,44.65
01/04/2019 02:39,MSHPCANK79219978,Piranha Plants,YWMD69,HNLV68,72282700.0,MGA,10000,14/04/2024,1356.25,USD,5815.78
01/04/2019 02:39,ZQIAEXOU08812313,Stocks,UFAY59,OUNH49,27099.0,USD,300,18/01/2024,90.33,USD,80.36
01/04/2019 02:39,MQILPOFF13778833,Stocks,DILF10,XHYN07,2473.0,USD,100,07/05/2021,24.73,USD,27.31
01/04/2019 02:39,EBSBOFAI82877260,Stocks,JCWS17,QLMY86,103900008.96,MXN,30000,26/07/2021,396.88,USD,3976.31
01/04/2019 02:39,MDMHWZAD59865542,Stocks,CAVR54,DNIL23,471927.33,SGD,300,19/08/2023,267.97,USD,1816.03
01/04/2019 02:40,UUYLIPVC73933943,Stocks,UACN81,ERHJ34,642673.35,NOK,1000,16/08/2020,649.69,USD,687.77
01/04/2019 02:40,PQOIWHGJ09673663,BFG 9000s,PNFK78,QCRG59,293760.0,USD,4000,04/02/2022,73.44,USD,71.71
01/04/2019 02:40,HGPBTJYO51560487,Stocks,YFAM59,TFLS35,7725.0,USD,500,18/01/2021,15.45,USD,17.5
01/04/2019 02:41,KNDSTDIW43417110,Stocks,MEOQ86,KEVJ11,104100.0,USD,6000,08/06/2024,17.35,USD,18.68
01/04/2019 02:41,VZAXCKDF87052992,Potora Earrings,SFZS08,RQGG65,11520.0,USD,800,06/04/2020,14.4,USD,15.74
01/04/2019 02:41,PCYMUUMR85346862,Tasters,IJPI82,MKHA46,354839.59,DOP,100,29/05/2023,1993.86,MGA,3289.35
01/04/2019 02:41,SRURWAFH48800007,Stocks,DJNE62,DVVB31,171980.0,USD,2000,12/11/2021,85.99,USD,87.1
01/04/2019 02:42,UHXFWHNN88848506,Stocks,PQSW95,EDYH00,83561.26,BYR,100,07/10/2024,122.03,USD,916.09
01/04/2019 02:43,ZCRQEKML45060464,Fridays,SXHU74,SEKK26,245340.0,USD,3000,17/12/2024,81.78,USD,74.03
01/04/2019 02:43,MMGNQBDE16700544,L-Viruses,NGBA40,MHFC34,19737764.6,HUF,50000,18/03/2021,111.62,USD,374.33
01/04/2019 02:44,GCOMQMSQ93222020,Rift Crackers,UEVD88,LKPN86,36755.0,USD,500,05/08/2020,73.51,USD,68.09
01/04/2019 02:44,BYBYYEVZ99939640,Stocks,MKHA46,TVQQ54,1282800.0,USD,20000,02/08/2024,64.14,USD,65.53
01/04/2019 02:44,MNACWQQX76474219,Blue Fire Powder,SFZS08,CIXF70,1497929.95,LYD,600,05/02/2023,134.12,USD,2037.52
01/04/2019 02:44,MGLTBIUC36335436,Soma Drops,QXFF29,OCQF34,67665.75,SOS,500,30/01/2022,67.9,USD,124.91
01/04/2019 02:44,FOBCXKYW96432944,Stocks,RJCA92,FAWI50,1276170.0,USD,7000,20/07/2022,182.31,USD,207.55
01/04/2019 02:45,ERPQBGUL43056545,Stocks,MDEQ10,RNZB01,19786319.15,MUR,50000,24/11/2020,5.33,USD,461.8
01/04/2019 02:45,IBLQTHIO37028553,Stocks,HYSJ42,SAAM06,8244463.02,TWD,200,31/05/2023,127.56,USD,48706.61
01/04/2019 02:45,BFVRIRHC63350787,Stocks,SZRJ90,PVAZ61,644300.0,USD,5000,07/02/2020,128.86,USD,128.44
01/04/2019 02:46,TDFYMZXE56126346,Hurtloam,BMRZ75,DVVB31,11148800.0,USD,40000,18/09/2020,278.72,USD,247.01
01/04/2019 02:46,EAHKDUXM96433376,Stocks,SEKK26,QAZT26,116388.0,USD,400,17/03/2023,973.12,LSL,311.12
01/04/2019 02:49,KAWCEWLE97865223,Stocks,YOQG45,QAZT26,2036790.0,USD,7000,05/01/2021,290.97,USD,254.42
01/04/2019 02:49,ZMDYDUWU84244464,Stocks,ZXVX98,CUVZ50,10769362.29,ZMK,30000,10/04/2023,62.43,USD,352.59
01/04/2019 02:50,HAPIZQLR84182113,Stocks,YOQG45,YFAM59,16546.0,USD,200,18/10/2023,82.73,USD,93.75
01/04/2019 02:50,OLWOLLCS95225381,Pym Particles,BBJG05,FORM54,102880.0,USD,8000,03/11/2024,12.86,USD,11.18
01/04/2019 02:50,FEGJSDGG43078203,Golden Apples,SFEO61,NCCX02,4086000.0,USD,60000,28/04/2022,350.07,CUC,62.53
01/04/2019 02:50,ODTYYBFP88337523,Rings of Polymorph Control,DREA89,SMYT95,1725430.0,USD,7000,14/09/2021,246.49,USD,285.11
01/04/2019 02:51,CBEDDOYC65250566,Potions of Fruit Juice,AMBT33,SRYE59,195720.0,USD,2000,01/09/2023,97.86,USD,92.15
01/04/2019 02:51,BYENIPJN77084289,Vorpal Swords,OPET16,OQXV70,120882.0,USD,300,10/07/2021,402.94,USD,461.18
01/04/2019 02:52,TLUCLKKH20388855,Raritanium Ore,RJUD59,GIWG34,10655.08,CDF,200,19/02/2021,218.97,USD,53.21
01/04/2019 02:52,ZXIWZXHA44577738,Stocks,FYYD57,FGQR22,4538.94,KHR,400,23/06/2021,7.39,USD,12.73
01/04/2019 02:52,AFZKXSTE72406314,Potions of Fruit Juice,VAHJ53,SRYE59,3521580.17,GBP,3000,02/05/2024,97.86,USD,960.55
01/04/2019 02:52,GJTEJZCO43894732,Stocks,SHXQ48,MYXF05,2124.0,USD,200,29/07/2023,10.62,USD,11.11
01/04/2019 02:53,PMVJKOZQ37062176,Stocks,HYSJ42,NCXS33,19016.0,USD,200,08/08/2023,95.08,USD,84.32
01/04/2019 02:53,PDIMCJYD97524870,Stocks,HXDA52,UACN81,245168.71,KMF,4000,04/05/2024,15.83,USD,52.74
01/04/2019 02:54,BCDIDPNC93748579,Stocks,THJF58,JCWS17,423900.0,USD,6000,27/04/2021,70.65,USD,66.71
01/04/2019 02:54,MJFOADUS85012799,Hand Lanterns,UIKN63,CIXF70,32851644.0,PYG,10000,17/07/2020,569.55,USD,2885.3
01/04/2019 02:54,WXALUTBF04090831,Mocchi Disks,QBAP68,VVBY18,4821600.0,USD,80000,13/02/2023,60.27,USD,52.35
